,Course Name,Course Description,Course Subject,Course Number,Link
2738,Authors of Political Imagination,"Prerequisite: See N.B. number (3) and POLI 206; or permission of the Department. This seminar considers the political impact of contingent narrative approaches to shifts in an individual’s political imagination as opposed to purely rational or universally applicable philosophical arguments. The political potential of a broad range of literary styles, such as poetry, drama and the short story, is discussed alongside texts from the fields of philosophy, neuroscience and rhetoric so that their respective impacts can be assessed.",POLI,414,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2739,Canada: State-Society Relations,Prerequisite: See N.B. number (3) and POLI 204; or permission of the Department. The current research associated with the perception of a growing sense of democratic malaise and political discontent has prompted several academics to assess the current state of Canadian democracy. Students examine and discuss the current research and critically analyze the implications for Canada’s state-society relations,POLI,409,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2740,Canadian and Quebec Law,"Prerequisite: POLI 204 or permission of the Department. This course is an introduction to Canadian and Quebec law. Certain areas of criminal law, the Canadian Charter of Rights and Freedoms, and Quebec civil law are emphasized. An analysis is undertaken of criminal court structure and procedure, legal constitutional rights, and civil court structure and procedure.",POLI,321,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2741,Canadian Federalism,"Prerequisite: POLI 204 or permission of the Department. This course is a critical and analytical study of the theory of federalism, its principles, and techniques, and the response of Canadian federal systems to the demands of cultural dualism and regional pressure",POLI,351,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2742,Canadian Foreign Policy,"Prerequisite: See N.B. number (3) and POLI 205; or permission of the Department. This course examines Canada’s foreign policy. In this seminar, particular emphasis is given to the decision-making process by which foreign policy is formulated and implemented, with particular reference to Canadian relations vis-à-vis the United States, the Commonwealth, and the developing countries.",POLI,422,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2743,Canadian Political Culture,Prerequisite: POLI 204 or permission of the Department. This course approaches Canadian politics from a societal perspective. The objective is to develop a better understanding of Canada’s political culture through a cross-time and cross-national analysis.,POLI,340,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2744,Canadian Political Parties,"Prerequisite: POLI 204 or permission of the Department. This course provides a comprehensive examination of the origins and development of political parties in Canada at both the federal and provincial levels. Theories about party development, including one party dominance, brokerage politics and third party development, are examined in order to determine the efficacy of political parties.",POLI,356,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2745,Canadian Public Administration,"Prerequisite: POLI 205 or permission of the Department. This course examines the causes of war and peace in the international system. It studies the impact on war and peace of such influences as cognitive psychology, identity, group decision-making, bureaucratic processes, regime types, conflict spirals, arms control, arms races, balance of power, hegemonic stabilit",POLI,365,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2746,Causes of War,"Prerequisite: POLI 205 or permission of the Department. This course examines the rise of China as a major power, and in particular the implications this has for military aspects of China’s relations. China’s security policy is examined from a theoretical, historical, political, and economic perspective, and the implications of these are examined in the cases of its foreign relations with neighbours and other great powers.",POLI,302,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2747,Chinese Security Politics,"Prerequisite: POLI 206 or permission of the Department. This course focuses on the foundations of Western political thinking in ancient Greece. Through a careful examination of texts by Greek poets, historians and philosophers, concepts such as nature and convention, regime types, and justice and the good life are explored.",POLI,303,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2748,Classical Political Thought,"Prerequisite: POLI 203 or permission of the Department. This course discusses the nature of democracy and the challenges of democratization, drawing on experiences with democratization in Southern Europe, Latin America, Eastern Europe, and Africa. Students assess prospects for democratization and consider how other countries might encourage greater democracy in countries currently experiencing regime change.",POLI,306,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2749,Comparative Democratization,"Prerequisite: POLI 203 or permission of the Department. This course discusses the nature of democracy and the challenges of democratization, drawing on experiences with democratization in Southern Europe, Latin America, Eastern Europe, and Africa. Students assess prospects for democratization and consider how other countries might encourage greater democracy in countries currently experiencing regime change.",POLI,327,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2750,Comparative Electoral Systems,Prerequisite: See N.B. number (3) and POLI 203; or permission of the Department. This course focuses on the various political and policy impacts that electoral laws have on party competition in both advanced industrialized and less developed democracies. The course introduces students to the detailed study of both the structure and the consequences of the main electoral systems.,POLI,405,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2751,Comparative Federalism and Political Integration,"Prerequisite: See N.B. number (3) and POLI 203; or permission of the Department. This course begins by examining the theories of political integration, federalism and nationalism, and the various policy instruments available to the modern state to achieve integration, before moving to an analysis of the current situation in a range of modern federal states as well as the emerging confederal system of the European Union.",POLI,406,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2752,Comparative Party Systems,"Prerequisite: POLI 203 or permission of the Department. This course introduces students to the academic study of political parties and party systems. It examines the determinants of party behaviour from a number of theoretical perspectives, including historical, sociological and institutional. The topics covered include, but are not limited to, the number of parties, electoral systems, party finance, leadership selection, and government formation and stability. Specific case studies are selected both from established and new democracies",POLI,331,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2753,Comparative Social Policy,"Prerequisite: See N.B. number (3) and POLI 203; or permission of the Department. This seminar examines various explanations for the development and retrenchment of the welfare state in different countries. It analyzes typologies developed to conceptualize welfare-state regimes and examines, in a comparative fashion, key social policies such as health, pensions, and employment.",POLI,412,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2754,Comparative Urban Politics and Government,"Prerequisite: POLI 203 or 204; or permission of the Department. This course deals with politics and government in selected Canadian cities, with comparative reference to cities elsewhere in the world",POLI,352,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2755,Comparing Democracies,"This course introduces students to the field of comparative politics by examining the institutional structures of established, advanced industrial democracies. Particular emphasis is placed on the study of constitutions; the legislative, executive, and judicial branches of government; and electoral and party systems",POLI,217,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2756,Constitutional Politics in Canada,"Prerequisite: See N.B. number (3) and POLI 204; or permission of the Department. This seminar considers the emergence of “mega constitutional politics” in the 1960-1995 period involving state and societal actors. Topics include the Victoria Charter, Patriation, Meech Lake Accord, Charlottetown Accord, the 1980 and 1995 Quebec referenda, and attempts at non-constitutional reform since 1995.",POLI,428,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2757,Contemporary Liberalism and Its Critics,"Prerequisite: POLI 206 or permission of the Department. This course examines recent developments in the theory and practice of liberalism, as well as criticisms of liberal principles and the liberal way of life from a range of contemporary perspectives.",POLI,386,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2758,Contemporary Political Philosophy,Prerequisite: POLI 206 or permission of the Department. This course examines the character of contemporary political theory when viewed from both a modernist and an anti-modernist understanding of political life. The course also involves an examination into what it means to be modern and whether the critique of modernity is itself a very modern activity.,POLI,345,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2759,Corruption,"Prerequisite: See N.B. number (3) and POLI 203; or permission of the Department. This seminar deals with the corruption, patronage, and clientelism that characterize politics in much of the world. Case studies are used to explore the structures and processes leading to the use of informal channels and personal connections for doing politics.",POLI,424,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2760,Critical Perspectives on Modern Political Science,Prerequisite: POLI 206 or permission of the Department. Students are introduced to the origins of modern political thought from the Renaissance and the Reformation through to the mid-18th century.,POLI,390,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2761,Critics of Modernity,"Prerequisite: See N.B.number (3) and POLI 206; or permission of the Department. This seminar studies selected writings by major critics of modernity during the 20th century. The authors studied may include Hannah Arendt, Albert Camus, Fyodor Dostoevsky, George Grant, Bertrand de Jouvenel, Alasdair MacIntyre, Jacques Maritain, Richard Niebuhr, Michael Oakeshott, Leo Strauss, Charles Taylor, and Eric Voegelin",POLI,433,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2762,Decentralization and Development,"Prerequisite: See N.B. number (3) and POLI 203; or permission of the Department. This course introduces concepts related to the various forms of decentralization and explores the diverse expectations, politics, and outcomes associated with decentralization.",POLI,438,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2763,Development of Western Legal Systems,Prerequisite: POLI 206 or permission of the Department. Students are introduced to the origins of modern political thought from the Renaissance and the Reformation through to the mid-18th century.,POLI,320,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2764,Directed Studies in Political Science,Prerequisite: See N.B. number (3) and permission of the undergraduate program director. This special reading course is designed in conjunction with a faculty member to explore topics and themes in a specific research area of interest to the student and faculty member.,POLI,491,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2765,Early Modern Political Philosophy,Prerequisite: POLI 206 or permission of the Department. Students are introduced to the origins of modern political thought from the Renaissance and the Reformation through to the mid-18th century.,POLI,371,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2766,Environmental Policy in the Developing World,"Prerequisite: See N.B. number (3) and POLI 203; or permission of the Department. This course surveys the interactions between development strategies and the environment. Topics may include the environmental ramifications of large development projects, different systems of property rights, decentralization, international debt, foreign aid, and the challenges associated with managing highly valuable natural resources.",POLI,410,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2767,European Politics and Government,"Prerequisite: See N.B. number (3) and POLI 206; or permission of the Department. This seminar examines the genesis, principles and purposes of classical liberalism as it is articulated by early modern authors. This involves investigating conceptions of and arguments for personal freedom, natural equality, private property, individual rights and limited government, among other topics. It then explores the subsequent development and distortion of liberal ideas by later theorists in the tradition",POLI,319,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2768,Foundations of Liberalism,"Prerequisite: See N.B. number (3) and POLI 203 or 204; or permission of the Department. This course fosters an understanding of the theoretical and practical issues surrounding the study of gender and public policy and introduces them to recent scholarship in this area. Students examine a number of themes and debates, including gender and policy studies, gender and the welfare state, women’s groups in the policy process, and feminist perspectives on the bureaucracy.",POLI,425,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2769,Gender and Public Policy,"Prerequisite: See N.B. number (3) and POLI 203 or 204; or permission of the Department. This course fosters an understanding of the theoretical and practical issues surrounding the study of gender and public policy and introduces them to recent scholarship in this area. Students examine a number of themes and debates, including gender and policy studies, gender and the welfare state, women’s groups in the policy process, and feminist perspectives on the bureaucracy.",POLI,411,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2770,Global Ecopolitical Analysis,Prerequisite: See N.B. number (3) and POLI 205; or permission of the Department. This seminar course contextualizes contemporary ecological problems and global governance efforts to mitigate them. Students analyze multilateral environmental agreements in depth and explore various policy options that promise to anticipate future international ecopolitical issues.,POLI,403,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2771,Global Environmental Issues and Ecological Justice,"This course introduces students to collective action problems faced by governments, international organizations, corporations, advocacy groups, and scientists. Topics may include climate change, biodiversity conservation, hazardous waste disposal, water and food security.",POLI,208,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2772,Global Politics,"This course introduces students to several theoretical perspectives related to global politics, and then examines current events. The focus is on conflict resolution, the impact of globalization, the roles of international organizations, and information technology.",POLI,215,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2773,Globalization and Sustainable Development,"Prerequisite: POLI 205 or permission of the Department. This course is an introduction to the emerging field of global environmental politics. It surveys the present environmental crisis and the roles of states, international organizations, and civil society. Various case studies dealing with oceans, forests, fisheries, biodiversity, global warming, and others are used to illustrate the inherent complexity of transnational ecological issues in the era of globalization.",POLI,394,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2774,Governance,"Prerequisite: See N.B. number (3) and POLI 206; or permission of the Department. This seminar investigates how the efforts of governments to control the lives, thoughts and thought processes of the members of society are central to the modern governmental process and how they have been part of the agenda since the beginning of the late modern era.",POLI,417,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2775,Governance and Organized Crime,"This course describes and defines organized crime, providing an overview of its history, different theories and models explaining it and the legal processes related to it. The course examines the role played by government agencies, such as the police and the bureaucracy, and the international bodies that combat it. Issues addressed in this course may include drug trafficking, racketeering, human trafficking, extortion, and economic crimes. A number of actual organized crime groups are analyzed.",POLI,219,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2776,Government and Business in Canada,"Prerequisite: See N.B. number (3) and POLI 204; or permission of the Department. This seminar in public policy is designed to explore the relationship between government and business in Canada. Particular attention is paid to the formation and implementation of policy intended to promote and control enterprise, and the role of government as entrepreneur",POLI,463,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2777,Hellenistic Roman Medieval Political Philosophy,"Prerequisite: POLI 206 or permission of the Department. This course examines the political teachings of the Hellenistic schools such as the Academics, the Stoics, the Epicureans and the Skeptics, the political writings from the Roman Republic and Empire, and the political problematics posed by early Christianity.",POLI,364,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2778,Honours Seminar,Prerequisite: See N.B. number (3) and permission of the undergraduate program director. This special reading course is designed in conjunction with a faculty member to explore topics and themes in a specific research area of interest to the student and faculty member,POLI,496,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2779,Honours Thesis,Prerequisite: Enrolment in the Honours (Thesis Option B) in Political Science. The student works with an individual faculty member in a particular field of study in Political Science. Students are asked to produce a sustained piece of written work to be defended before a departmental committee,POLI,495,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2780,Honours Tutorial,"Prerequisite: Enrolment in the Honours (Thesis Option B) in Political Science. This course requires students to conduct a literature review in a topic to be chosen for their thesis, complete a bibliography, and work on their methodological approaches.",POLI,396,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2781,Human Rights and International Justice,"Prerequisite: POLI 205 or permission of the Department. This course surveys normative questions comprising human rights discourse, with an emphasis on international efforts to promote human rights standards. Topics include the role of the United Nations, the North-South debate, environmental security, the obligation of individuals and states, women’s rights and the work of non-governmental organizations. Special consideration is given to the controversy between the universal and particular applications of human rights.",POLI,388,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2782,Human Rights: An Overview,"This course introduces students to the historical origins of the concept of human rights; the international regime and the acceptance of several generations of rights such as civil and political rights, economic rights, group rights, and women’s rights; the critiques of universalism and the problems of implementation of human rights.",POLI,214,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2783,International Institutions,"Prerequisite: See N.B. number (3) and POLI 205; or permission of the Department. This course is an advanced seminar covering major theoretical perspectives on the significance in world politics of international institutions and regimes, and of inter-governmental and non-governmental organizations",POLI,404,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2784,International Organizations,"Prerequisite: POLI 205 or permission of the Department. This course offers an overview of international institutions and global governance. It examines major theoretical perspectives on international organizations, and addresses the role of the United Nations system, regional organizations, and non-governmental organizations in promoting international co-operation to address collective problems.",POLI,315,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2785,International Political Economy,"Prerequisite: POLI 205 or permission of the Department. This course examines institutions, processes, and issues in economic relations between states. Topics covered include theories of international political economy (IPE), international trade, global finance, multinational corporations, economic development, globalization, and regional blocs.",POLI,305,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2786,International Public Law,"Prerequisite: POLI 205 or permission of the Department. This course explores the meaning, effectiveness, and potential of interstate law. Among the topics covered are the source and development of international law; the role of the International Court of Justice; sovereignty, territory, and natural resources; human rights violations, the state and war crimes tribunals; and international environmental law",POLI,311,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2787,Introduction to Canadian Politics,"This course is a basic introduction to the fundamental issues of Canadian public life and the federal political system. It presents an overview of the constitution, institutions, political parties, electoral system, interest groups, and public opinion that represent the essential components of Canada’s political culture and government.",POLI,204,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2788,Introduction to Comparative Politics,"This course introduces students to the main concepts of comparative political analysis. Major topics include different types of governmental systems and institutions, regime types, electoral systems and political parties, state-society relations, political economy, nationalism, democratization, globalization, and other types of political transformations. By examining several different countries, students gain an understanding of the great diversity of political life and the many ways in which politics affects citizens",POLI,203,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2789,Introduction to International Relations,"This course introduces the principal theories, concepts, and debates in the contemporary study of international relations. It provides an overview of issues in international security, international political economy and global governance.",POLI,205,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2790,Introduction to Law and Society,"This course seeks to develop a broad basis from which to pursue further political inquiry. It offers an introductory examination of basic ideas regarding the state, power, authority, and systems of government. The course examines the diverse approaches to the specific study of political phenomena and provides a fundamental understanding of political concepts.",POLI,285,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2791,Introduction to Political Science,This course demonstrates how research is conducted in political science. Students learn how to develop a research design. The course introduces them to various research methodologies and provides several approaches for reporting and presenting research.,POLI,202,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2792,Introduction to Political Science Research,This course demonstrates how research is conducted in political science. Students learn how to develop a research design. The course introduces them to various research methodologies and provides several approaches for reporting and presenting research.,POLI,207,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2793,Introduction to Strategic Studies,"Prerequisite: POLI 205 or permission of the Department. This course is an introductory examination of the theoretical aspects of strategic studies, including the principles of war, as they apply to combat on land, at sea, and in the air.",POLI,318,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2794,Introduction to Western Political Theory,"This course introduces students to the study of Western political theory through a variety of primary source readings. Assigned texts may be drawn from philosophy, history, literature and other forms of political writing.",POLI,206,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2795,Israeli Political System,"Prerequisite: POLI 203 or permission of the Department. This course introduces students to the study of the emergence and the operation of the Israeli political system and government. Topics may include the formation of the Israeli State; the legislative, the executive, political parties and the electoral process; ethnic divisions; gender and politics; and the issue of the Palestinian territories.",POLI,322,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2796,Issues in Canadian Public Policy,"Prerequisite: POLI 204 or permission of the Department. The course examines alternative public policies in selected areas at the federal, provincial, and municipal levels in Canada. Policies analyzed vary from year to year and include such areas as social welfare, culture, education, language, environmental protection, energy conservation, urban renewal, and economic polic",POLI,363,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2797,Issues in Development and Democracy,Prerequisite: See N.B. number (3) and POLI 203; or permission of the Department. This seminar focuses on the political and economic problems of the new nations. A particular emphasis is placed on understanding the process of development and state formation within a democratic context.,POLI,485,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2798,Late Modern Political Philosophy,Prerequisite: POLI 206 or permission of the Department. This course examines the progression and criticism of modern political thought from the mid-18th century through to the early-20th century,POLI,373,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2799,Machiavelli,"Prerequisite: See N.B. number (3) and POLI 206; or permission of the Department. This seminar acquaints students with the arguments surrounding Machiavellian scholarship in particular and Renaissance political issues in general. Students study two of Machiavelli’s canonical texts (The Prince and The Discourses) in addition to his less well known but essential contribution to Florentine historiography (Florentine Histories). The political and literary context of Machiavelli’s writings, and how it colours contemporary criticism, is discussed.",POLI,418,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2800,Media Technology and Politics,Prerequisite: POLI 206 or permission of the Department. This course examines the impact upon politics of changes in technology and the media. Students discuss a diverse range of contemporary thinkers and their understanding of the digital future. Particular attention is paid to the age of electronic politics and its effect upon the actual practice of political power.,POLI,368,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2801,Middle East and Global Conflict,Prerequisite: POLI 206 or permission of the Department. This course examines the impact upon politics of changes in technology and the media. Students discuss a diverse range of contemporary thinkers and their understanding of the digital future. Particular attention is paid to the age of electronic politics and its effect upon the actual practice of political power.,POLI,391,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2802,Modern Political Theory and Religion,"Prerequisite: See N.B. number (3) and POLI 206; or permission of the Department. This seminar explores the use and abuse of religious ideas, texts and traditions in the theoretical foundations of modernity such as ethical priorities and orientations, political and social institutions, and the purposes and status of science, found at the core of modern life",POLI,415,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2803,Nietzsche,"Prerequisite: N.B. number (3) and POLI 206; or permission of the Department. This seminar is devoted to an exploration of the philosophical teaching of Friedrich Nietzsche and the subsequent influence of this teaching on the political and spiritual developments of Western culture. Nietzsche’s influence on such movements as deconstruction, nihilism, and postmodernism is explored.",POLI,426,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2804,Parliament and the Charter,"Prerequisite: See N.B. number (3) and POLI 204; or permission of the Department. This seminar explores the political origins and functioning of bills of rights in selected parliamentary democracies. Particular attention is paid to the “judicialization of politics” and the attempts to promote institutional dialogue between judicial and parliamentary actors in Westminister systems such as Canada, Australia, New Zealand and the United Kingdom.",POLI,324,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2805,Parliamentary Bills of Rights,"Prerequisite: See N.B. number (3) and POLI 204; or permission of the Department. This seminar explores the political origins and functioning of bills of rights in selected parliamentary democracies. Particular attention is paid to the “judicialization of politics” and the attempts to promote institutional dialogue between judicial and parliamentary actors in Westminister systems such as Canada, Australia, New Zealand and the United Kingdom.",POLI,407,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2806,Peace Studies and Global Governance,"Prerequisite: See N.B. number (3) and POLI 205; or permission of the Department. This seminar focuses on the theory and practice of peace amongst nations. The course begins with a survey of analyses explaining the causes of aggression, war and peace, including theories of structural violence and revolution; nationalism and cosmopolitanism. It then examines the roles played by the state, international organizations, and peace movements, focusing on global and regional disarmament initiatives and peace-keeping.",POLI,423,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2807,Political and Social Theory and the City,"Prerequisite: POLI 204 or permission of the Department. This course examines the various approaches to understanding the participation of the public in politics, primarily electoral but also non-electoral activities, in Canada and from a comparative perspective.",POLI,349,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2808,Political Participation in Canada,Prerequisite: POLI 206 or permission of the Department. This course examines the theoretical and ideological aspects of city government in historical and normative perspective.,POLI,334,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2809,Political Socialization in Canadian and Comparative Perspective,"Prerequisite: See N.B. number (3) and POLI 203 or 204; or permission of the Department. This course aims at understanding the social origins of political opinions, attitudes and values, under what conditions they change, and how they affect political dynamics in Canada and in a comparative perspective.",POLI,429,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2810,Political Thought of the Enlightenment,"Prerequisite: See N.B. number (3) and POLI 206; or permission of the Department. This course examines the impact of Enlighten-ment thinking in Europe, especially Scotland and the reformed parts of Northern France, Switzerland, the Netherlands, and the German state",POLI,427,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2811,Politics of Africa,Prerequisite: POLI 203 or permission of the Department. This course studies political institutions and processes in Africa from a comparative perspective. Countries and topics selected may vary from year to year.,POLI,366,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2812,Politics of Conservation,"Prerequisite: See N.B. number (3) and POLI 205; or permission of the Department. This course challenges students to analyze the complexities of wildlife conservation strategies at the local, national, and international levels. Students engage in teamwork and write individual papers on both specific endangered species and related concepts such as trade, development, corruption, conflict, public relations, and adaptive governanc",POLI,420,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2813,Politics of Eastern Europe,"Prerequisite: POLI 203 or permission of the Department. This course studies the political process and institutions of the region, with a special focus on the recent transformation relating to economic problems, social structures, culture, and ethnic conflicts, as well as the role of governmental policies in domestic and foreign affairs.",POLI,323,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2814,Politics of Emerging Economies,"Prerequisite: POLI 203 or permission of the Department. This course examines the political and economic development of emerging countries. It addresses questions of autonomy/dependence on external powers, economic models, systems of government, and state-society relations, looking at historical and contemporary processes.",POLI,308,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2815,Politics of Latin America,"Prerequisite: POLI 203 or permission of the Department. This course explores Latin American politics, economics, society, and culture from a multidimensional perspective. It emphasizes the common elements and diverging factors that characterize the contemporary evolution of Latin American countries.",POLI,379,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2816,Politics of Northern Ireland,"This course focuses on the political evolution of Northern Ireland over three distinct periods: the Stormont Parliament (1921-1972); direct rule by Westminster (1972-1998); and devolved government after the 1998 Good Friday Agreement. Topics may include constitutional politics and partition, religion and politics, political parties, sectarianism, the “Troubles,” the Good Friday Agreement, and the post-1998 power-sharing institutions.",POLI,376,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2817,Politics of the Middle East,"Prerequisite: POLI 203 or permission of the Department. This course is a comparative study of politics and society in the modern Middle East and North Africa. Topics include the end of empires and the emergence of nation-states after World War I, political economy, regional conflicts, the question of democracy, the rise of religious movements, and the dynamics of revolutions and regime change",POLI,395,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2818,Politics of the Peoples Republic of China,"Prerequisite: POLI 203 or permission of the Department. This course focuses on the political development of the People’s Republic of China. Topics include political mobilization, economic development, nationalism, and the policy process.",POLI,335,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2819,Politics of the U.S.,"Prerequisite: POLI 203 or permission of the Department. This course surveys the structures and dynamics that inform the contemporary American political process. In addition to studying the traditional governmental institutions, the course aims to provide a foundation for understanding and critically analyzing public opinion, the media and elections, federalism, political parties and interest groups, civil rights and civil liberties, and current issues in public policy.",POLI,310,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2820,Politics of Violence in Latin America,"Prerequisite: See N.B. number (3) and POLI 203; or permission of the Department. This course provides an overview of Latin American history and development, beginning with conquest, through the lens of violence. Latin America is one of the most violent regions of the world. Gang wars, drug trafficking, kidnappings, and femicides are the regular fodder of the news media, but the class focuses on the structural violence — the marginalization and oppression of the poor masses inherent to local societies — that underlies the more spectacular forms of violence.",POLI,434,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2821,Post-Communist Democracies,"Prerequisite: See N.B. number (3) and POLI 203; or permission of the Department. This seminar reviews the post-communist states’ transition to democracy and their state-formation. The seminar focuses on the interplay between the forces of nationalism, ethnicity, identity, and the transition to democratic structures",POLI,484,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
2822,Principles of Political Theory,"Prerequisite: POLI 206 or permission of the Department. This course is an intensive study of a basic work by a major thinker such as Plato, Aristotle, Machiavelli, Hobbes or Hegel. It examines a major text such as Plato’s Laws or Hegel’s Phenomenology as well as commentaries on it, while attempting to explore systematically the issues and problems raised by the text and the interpretative traditions that follow from it.",POLI,384,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-240.html#courses
